identifiant_ctv,objet,typologie,description,date_creation,statut,identifiant,cp_arrondissement,url_lic,date_fin,numero_stv,date_debut,niveau_perturbation,voie,impact_circulation,date_maj,maitre_ouvrage,precision_localisation,impact_circulation_detail,geo_point_2d.lat,geo_point_2d.lon,geo_shape.geometry.type,geo_shape.geometry.coordinates,geo_shape.type
,CONSTRUCTION_IMMEUBLE,3.0,,2020-02-14,2,CP001594,75017,,2021-12-31,9,2020-02-03,2.0,2 rue du Docteur Paul Brousse,RESTREINTE,2021-04-01,OH4S,entre la rue Ernest Roche et le bd Bessières,Maintien d'une file de circulation.,48.8956451139,2.31846241093,Polygon,"[[[2.318516443074405, 48.89575067172272], [2.318535530804402, 48.895533059747166], [2.318409030027272, 48.895547806381536], [2.3183847933857358, 48.895745163268536], [2.318516443074405, 48.89575067172272]]]",Feature
336249,TRAVAUX_OUVRAGE,2.0,Réhabilitation,2021-06-11,2,CP002022,75019,,2021-09-17,10,2021-06-28,2.0,face 195 bd Serurier,RESTREINTE,2021-06-11,SIAAP,après la sortie du souterrain,Neutralisation d'une file de circulation.,48.8933078403,2.39480025919,Polygon,"[[[2.394883638936284, 48.89316180717541], [2.3948349616778852, 48.893159955010596], [2.394770352917749, 48.89323260630432], [2.394712712814072, 48.89343060636093], [2.394814856242769, 48.89343984328692], [2.394883638936284, 48.89316180717541]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,,2021-06-30,2,CP002051,75008,,2021-11-18,9,2021-09-27,1.0,rue du Faubourg Saint Honoré,SENS_UNIQUE,2021-09-24,CPCU,n°236,depuis l'Avenue Hoche vers et jusqu'à la rue Balzac.,48.8761931345,2.30257442831,Polygon,"[[[2.302650138636732, 48.87613781256652], [2.302471586994161, 48.87621719938191], [2.302473982467359, 48.87625385784906], [2.302568336927191, 48.876212052284515], [2.302582605911025, 48.87622403278522], [2.302614553945576, 48.87620899038411], [2.302603884636099, 48.87619750660889], [2.302693182694606, 48.876156147238284], [2.302650138636732, 48.87613781256652]]]",Feature
434369,RACCORDEMENT_RESEAU,2.0,Raccordement base-vie,2021-08-03,2,CP002119,75016,,2021-10-15,13,2021-08-23,2.0,av du Président Kennedy,RESTREINTE,2021-09-20,Enedis,entre la rue du Ranelagh et la rue du Docteur Germain See.,Maintien d'une file de circulation par sens.,48.8527843593,2.28089834187,Polygon,"[[[2.280758725089401, 48.85279353908791], [2.280881424880074, 48.85286076186714], [2.281042684876354, 48.85278845188868], [2.280903076038884, 48.8527014963906], [2.280758725089401, 48.85279353908791]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2020-07-07,2,CP001671,75001,,2024-06-30,11,2020-06-29,2.0,rue Marengo,RESTREINTE,2020-07-07,LOUVRE-SAINT HONORE,n°1,Modification de s files de circulation,48.861776142,2.3391763915,Polygon,"[[[2.339184393412101, 48.861658039029976], [2.339061389585607, 48.86168829374776], [2.339170525908401, 48.86189829527489], [2.339232057554023, 48.861880788366435], [2.339288331746808, 48.86185135492416], [2.339184393412101, 48.861658039029976]]]",Feature
,TRAVAUX_PREPARATOIRES,1.0,"Désamiantage de la chaussée, travaux en 2 Phases",2021-10-21,2,CP002172,75014,,2021-12-10,12,2021-11-22,2.0,Rue du Cdt R. Mouchotte,SENS_UNIQUE,2021-10-21,DVD SAGP AMOT,débouché place de Catalogne,"Maintien du sens allant vers la gare, maintien pour le sens montant de l'accès riverains, chantiers, …
avec mise en impasse de ce sens. Déviation des bus de la RATP",48.8375565168,2.31877164503,Polygon,"[[[2.318596012024747, 48.837523128942806], [2.318748516360024, 48.83767699568046], [2.3189611707489792, 48.83758426026919], [2.318767937058964, 48.8374355301763], [2.318596012024747, 48.837523128942806]]]",Feature
,TRAVAUX_OUVRAGE,3.0,Rénovation marquise,2020-09-10,2,CP001736,75002,,2022-05-27,11,2020-09-28,2.0,Rue de Réaumur,RESTREINTE,2021-11-23,82/92 Réaumur,82/92 et retours,Neutralisation d'une file sur la rue de Réaumur,48.8667694455,2.35039175586,Polygon,"[[[2.349577621977665, 48.867009081788204], [2.349613687180298, 48.86700927777437], [2.349655816085154, 48.86695715684271], [2.351050120960455, 48.86664587011991], [2.351112983399991, 48.866666436277335], [2.351144642771483, 48.86673085518729], [2.351200721486927, 48.86671688212312], [2.351119608699181, 48.866568912352186], [2.349553445342028, 48.86692328708055], [2.349555248735451, 48.866923296881204], [2.349557052128874, 48.86692330668184], [2.349577621977665, 48.867009081788204]]]",Feature
432825,INSPECTION_ENTRETIEN_RESEAU,2.0,Inspection et réparation du réseau.,2021-07-09,2,CP002089,75019,,2021-11-26,10,2021-08-02,1.0,Place de la Bataille de Stalingrad,RESTREINTE,2021-07-12,CPCU,côté rue La Fayette,Maintien de deux files vers av Jean Jaurès et d'une file vers l'av de Flandre.,48.8830051069,2.36965354333,Polygon,"[[[2.3699551292683623, 48.882921395931646], [2.369802894639912, 48.88286621143963], [2.3697652553088, 48.88285354502572], [2.369681960832845, 48.88292108854827], [2.36950530819712, 48.883038001852974], [2.369332460151028, 48.883154505051124], [2.369343524566123, 48.883203713405074], [2.369559741245292, 48.88308361732503], [2.369573308742029, 48.88309841796086], [2.3699551292683623, 48.882921395931646]]]",Feature
,REFECTION_CHAUSSEE,1.0,Réparation du trottoir.,2021-10-28,2,CP002178,75008,,2021-11-10,9,2021-11-02,2.0,Rue Quentin Bauchart,BARRAGE_TOTAL,2021-10-28,SAGP,à l'angle de l'avenue des Champs Elysées.,entre la rue Vernet et l'avenue des Champs Élysées,48.8711861372,2.30242935165,Polygon,"[[[2.302446301860029, 48.8712800975993], [2.302549496147834, 48.8712509549312], [2.302520768401934, 48.871241269777826], [2.302389716735747, 48.87109323485466], [2.30232306969744, 48.871113786736814], [2.302451983297129, 48.8712599053597], [2.302446301860029, 48.8712800975993]]]",Feature
458502 / 458514,ENTRETIEN_RESEAU,2.0,Remplacement de canalisation,2021-11-23,2,CP002196,75014,,2022-06-24,12,2021-12-01,2.0,Avenue Reille,RESTREINTE,2021-11-29,Eau de Paris,Le long du square Jules Hénaffe,Maintien de 5.0m de circulation,48.8237280323,2.33140376949,Polygon,"[[[2.331121214957248, 48.823719299020546], [2.331697145678074, 48.8237724903967], [2.331708368805232, 48.82374042817946], [2.331170275487259, 48.823687448485856], [2.331090919904979, 48.82369295311805], [2.331121230221191, 48.82371810922665], [2.331121214957248, 48.823719299020546]]]",Feature
,ENTRETIEN_RESEAU,2.0,Renouvellement du réseau.,2021-06-01,2,CP002005,75010,,2021-12-10,11,2021-12-06,1.0,Rue de la Grange aux Belles,SENS_UNIQUE,2021-12-08,Enedis,entre la place du Colonel Fabien et la rue Vicq d'Azir.,depuis la place du Colonel Fabien jusqu'à la rue Vicq d'Azir.,48.8774686754,2.36980150277,Polygon,"[[[2.36992509117947, 48.87767235614384], [2.370042394814589, 48.87758606289556], [2.369969096099133, 48.87756009834206], [2.369670363695037, 48.87726459419459], [2.369572861802336, 48.87731518535195], [2.36992509117947, 48.87767235614384]]]",Feature
223273,REHABILITATION_IMMEUBLE,3.0,Démolition et  reconstruction,2021-03-09,2,CP001891,75014,,2023-04-30,12,2021-04-06,2.0,rue Dareau,RESTREINTE,2021-03-09,RIVP,18 au 24,"Maintien de 4,50m de Circulation dont 1,00 m de Contre sens cyclable",48.8312772063,2.33756350093,Polygon,"[[[2.337717641842001, 48.83141050149967], [2.337787960079249, 48.83142162757378], [2.337817099249172, 48.83136810444416], [2.3377947168866102, 48.83132147124956], [2.337330780830519, 48.83112915370966], [2.337235001677207, 48.831166616106195], [2.337441775331059, 48.83125222547996], [2.337428645630311, 48.83126413329172], [2.337717641842001, 48.83141050149967]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,,2021-06-30,2,CP002047,75008,,2021-11-26,9,2021-07-19,2.0,rue du Faubourg Saint Honoré,RESTREINTE,2021-11-04,CPCU,du n°250 b au n°252,Modification des files de circulation,48.876882423,2.30101693783,Polygon,"[[[2.301158537001823, 48.87680346708411], [2.300872651960977, 48.87692362775615], [2.300875110211014, 48.87695552819894], [2.300959276651156, 48.87692032672234], [2.30098996012958, 48.876945728771524], [2.301017567617309, 48.87693161295718], [2.300983985124102, 48.8769071454881], [2.301189341831597, 48.87681982693262], [2.301158537001823, 48.87680346708411]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,,2021-06-30,2,CP002048,75008,,2021-11-26,9,2021-07-19,2.0,rue du Fbg Saint Honoré,RESTREINTE,2021-11-04,CPCU,n°250,modification des files de circulation,48.8767308327,2.30136906546,Polygon,"[[[2.301480339276117, 48.87669493602621], [2.301453084448443, 48.876682878723], [2.301265866748517, 48.876762689802774], [2.3012778761643, 48.87678179622365], [2.301480339276117, 48.87669493602621]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Mécanisation de la station de la place d'Italie et dévoiement des concessionnaires.,2020-09-02,2,CP001731,75013,,2023-01-31,14,2020-09-14,1.0,Boulevard Vincent Auriol,RESTREINTE,2020-12-16,RATP,entre la place d'Italie et la rue Albert Bayet,"Travaux par phases, avec modification de la circulation selon les phases.",48.8313053481,2.35737820643,Polygon,"[[[2.356534223023758, 48.831294047879894], [2.358263322409682, 48.83185896218089], [2.358577317693122, 48.83145265241965], [2.356419118137488, 48.83073780319138], [2.356220731689172, 48.830999785471484], [2.356534223023758, 48.831294047879894]]]",Feature
,REAMENAGEMENT_VOIRIE,1.0,Elargissement de l'oreille de trottoir pour la pérennisation de la piste cyclable,2021-08-05,2,CP002123,75011,,2021-10-31,10,2021-08-25,2.0,Rue deqs Immeubles industriels,RESTREINTE,2021-08-05,SAGP Mission Vélo,Angle rue du Faubourg Saint Antoine,"Maintien de 4,00m",48.8489434907,2.39288069246,MultiPolygon,"[[[[2.39279881738403, 48.848900222446254], [2.392874176159125, 48.84901717909673], [2.392923660638508, 48.84901626373082], [2.392934253142494, 48.848880683252], [2.39279881738403, 48.848900222446254]]], [[[2.392874176159125, 48.84901717909673], [2.392873171616099, 48.84901719738239], [2.392874960536274, 48.84901839630503], [2.392874176159125, 48.84901717909673]]]]",Feature
457934,REHABILITATION_IMMEUBLE,3.0,,2021-10-11,2,CP002163,75009,,2023-03-30,11,2021-10-25,1.0,51/53 bd Haussmann / 16/18 rue Auber / 47/49 rue Caumartin,RESTREINTE,2021-10-11,BNP,,Maintien d'une file de circulation sur la rue de Caumartin et réduction d'une sur le bd Haussmann entre Caumartin et Auber.,48.8734405229,2.32808550982,Polygon,"[[[2.328310806581139, 48.87318932853785], [2.328167808124058, 48.87322897834712], [2.327746203305194, 48.87347407998254], [2.32782171140546, 48.873632741040495], [2.328343969910743, 48.87355476979858], [2.328310806581139, 48.87318932853785]]]",Feature
,TRAVAUX_TRAMWAY,1.0,,2019-03-18,2,CP001192,75017,,2023-12-29,9,2019-03-20,1.0,T3O,RESTREINTE,2019-03-18,Ville de Paris,,Modification des files de circulation selon le phasage,48.8844084716,2.29153465568,Polygon,"[[[2.30164634589797, 48.88918785517971], [2.3020245439523412, 48.888921535801586], [2.297962325470282, 48.886985891075085], [2.295364532580859, 48.88758286844559], [2.286398442999449, 48.88221295483762], [2.285378476749512, 48.88058496880667], [2.284654336512058, 48.87876540019331], [2.284275779705355, 48.877871625222724], [2.284314102918619, 48.87745295132455], [2.283783254682631, 48.87697716734359], [2.283332206996041, 48.8766200113347], [2.282564688688691, 48.87677653101243], [2.283697113254913, 48.87732036755266], [2.285178643488884, 48.88090600775047], [2.285441035552223, 48.881960199260575], [2.288283645261082, 48.88369570075372], [2.291835860998056, 48.885961639742725], [2.29361215627909, 48.8870891980241], [2.295504570166138, 48.88806703716328], [2.29625839753524, 48.887727758307584], [2.29715777630159, 48.88746451593359], [2.297630225794854, 48.88745654754251], [2.298085954885595, 48.887480701412116], [2.30164634589797, 48.88918785517971]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,,2021-04-21,2,CP001967,75008,,2021-12-17,9,2021-05-17,2.0,Rue Daru,RESTREINTE,2021-11-04,CPCU,Du 29 au 31b,Maintien de 4m de circulation,48.8786484364,2.30309715173,Polygon,"[[[2.30320380411553, 48.87872476466498], [2.303195975147915, 48.878680305291844], [2.303010915919603, 48.878580871899544], [2.302979311619226, 48.87860527939173], [2.303202594769806, 48.878724757626], [2.30320380411553, 48.87872476466498]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,Emprises pour réhabilitation  aux 94 et 108 rue des Poissonniers. travaux préparatoires dés le 09/11,2021-10-26,2,CP002174,75018,,2023-11-30,9,2021-11-18,2.0,Rue des poissonniers,SENS_UNIQUE,2021-10-26,WO2 Spie Batignolles,94  et 108,Mise à sens unique de la rue des Poissonniers de la rue Ordener vers et jusqu'à la rue Championnet.,48.8931315739,2.35245590183,Polygon,"[[[2.351560815720167, 48.89131600011575], [2.352434999253723, 48.8930607545227], [2.352435266420568, 48.89303927387635], [2.352435399998316, 48.89302853400265], [2.3527025516809372, 48.89381406226648], [2.352803753899056, 48.89484573219753], [2.353061571719018, 48.89507268366825], [2.352943008026023, 48.894126846870705], [2.352647280146335, 48.89301893809582], [2.3517403820132152, 48.89128474961894], [2.351560815720167, 48.89131600011575]]]",Feature
,TRAVAUX_TRAMWAY,1.0,,2019-05-07,2,CP001304,75016,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2 INFOS RIVERAINS - Boulevard Lannes - 16Ã¨me.pdf,2023-12-29,13,2019-06-12,1.0,Bd Bruix,RESTREINTE,2019-08-26,Mission Tram,entre la Porte Maillot et la Porte Dauphine.,Modification des emprises selon le phasage.,48.8729281599,2.27666842455,Polygon,"[[[2.282587176149617, 48.87673101609813], [2.282791822172431, 48.87665168382466], [2.282590726757685, 48.87647325095282], [2.282454688434306, 48.87630057765371], [2.282180248824757, 48.87612707433623], [2.281264717613463, 48.87579934654048], [2.280032948891074, 48.87537841050356], [2.278893281000911, 48.87477541724447], [2.27830321591264, 48.8744657389673], [2.277532095601689, 48.8737092067476], [2.277340361791119, 48.873444891203214], [2.276383150126895, 48.872606668194464], [2.275689384527623, 48.87214597228412], [2.2758799069872993, 48.87191081909824], [2.276005825002823, 48.871637680343035], [2.275911122648476, 48.871422284171445], [2.275816122438306, 48.87122836787515], [2.275396097094305, 48.87098951979143], [2.274851574794821, 48.870921774952045], [2.274196736216298, 48.87117559484153], [2.273999116977165, 48.87133551439005], [2.27387154219417, 48.8717267936889], [2.274053838511147, 48.87208235795445], [2.274490746074458, 48.87227834836008], [2.275451658855188, 48.8722626860328], [2.27802626890296, 48.874474809797384], [2.27904372580083, 48.87508244647071], [2.280176150979963, 48.875620947622885], [2.28213680359129, 48.87632552435296], [2.282587176149617, 48.87673101609813]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,Curage du 11/02/21 au 30/06/21,2021-01-22,2,CP001837,75008,,2023-03-31,9,2021-02-11,2.0,Rue Galilée,RESTREINTE,2021-01-22,DIOR,Entre Champs Elysées et Vernet,Maintien d'une file de circulation.,48.8719502701,2.29901128388,Polygon,"[[[2.299263019651192, 48.87208338769547], [2.299087850318169, 48.871965765767534], [2.299089685895717, 48.871963396852166], [2.298843276084305, 48.871778731266176], [2.298763412754295, 48.871816335353], [2.299186731257099, 48.872123393546424], [2.299263019651192, 48.87208338769547]]]",Feature
93455,REHABILITATION_IMMEUBLE,3.0,,2019-06-04,2,CP001360,75008,,2021-12-31,9,2019-07-29,2.0,rue du Colisée,RESTREINTE,2021-06-11,Neximmo,n°31,Maintien d'une file de circulation de 4ml.,48.8712534948,2.30964912852,Polygon,"[[[2.30978691514315, 48.871334904755656], [2.3098290243351842, 48.87128755701422], [2.309498739549594, 48.871169055862445], [2.309478192340823, 48.87122247704222], [2.30978691514315, 48.871334904755656]]]",Feature
371562,REAMENAGEMENT_VOIRIE,1.0,"pérennisation de la corona piste Faidherbe-Nation, travaux en deux phases .",2021-06-21,2,CP002031,75012,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR Faubourg Saint-Antoine 2.pdf,2021-10-15,14,2021-07-12,1.0,rue du faubourg Saint Antoine,SENS_UNIQUE,2021-08-04,Mission Vélo,crf Faidherbe au crf Picpus / Boulets du 12/07 au 15/10. crf Picpus / Boulets à la place de la Nation du 26/08 au 15/10/21.,"Maintien du sens de circulation place de la Nation vers jusqu'au crf Faidherbe, les cyclistes seront dans la circulation générale. Contre-sens cyclable du crf Faidherbe vers et jusqu'à la place de la Nation.",48.849349606,2.38948612378,Polygon,"[[[2.384729240500205, 48.85014179542543], [2.394226835527289, 48.848686481938245], [2.39430789473567, 48.84871374613072], [2.394228271346447, 48.848562964759815], [2.38508950544945, 48.84995567543999], [2.385064776350401, 48.84998240124242], [2.38495886407722, 48.849992597826514], [2.384886071045548, 48.849954629734135], [2.384729240500205, 48.85014179542543]]]",Feature
337073,REHABILITATION_IMMEUBLE,3.0,Travaux de réhabilitation du Commissariat du 14ème,2021-03-03,2,CP001887,75014,,2023-01-25,12,2021-03-23,2.0,avenue du Maine,RESTREINTE,2021-03-03,Préfecture de Police,Du N°112 au N°116,Neutralisation du Couloir Bus,48.836147199,2.32333560774,Polygon,"[[[2.323152295375833, 48.83635600956667], [2.323283563883393, 48.836379358867994], [2.323331827236553, 48.83627136031913], [2.323396598849045, 48.83628005579343], [2.323519635996548, 48.835965455814204], [2.323319946253295, 48.835936961128596], [2.323152310813689, 48.836354820686516], [2.323154097706642, 48.83635601976542], [2.323152295375833, 48.83635600956667]]]",Feature
458502 / 458514,ENTRETIEN_RESEAU,2.0,Renouvellement de conduite,2021-11-25,2,CP002200,75014,,2022-06-24,12,2021-12-02,1.0,Avenue Reille,SENS_UNIQUE,2021-11-25,Eau de Paris,Entre rue Gazan et avenue de la Sibelle,"Mise à sens unique de Reille depuis Gazan vers avenue de La Sibelle.
Barrage total de la rue pour la pose de Bungalows le 02/12 de 9h00 à 17H00
Réouverture de rue de la Cité Universitaire à la circulation générale de Liard à bd Jourdan",48.8245234422,2.33916585964,Polygon,"[[[2.339845900525281, 48.8246309682777], [2.339870467712752, 48.82454067862101], [2.3395875529594248, 48.82454149629961], [2.33843594645613, 48.824412580757944], [2.338418944137513, 48.82447435673321], [2.33984229666775, 48.82463094838302], [2.339845900525281, 48.8246309682777]]]",Feature
,CONSTRUCTION_IMMEUBLE,1.0,Arena 2,2020-09-10,2,CP001735,75018,,2023-07-31,9,2020-09-07,2.0,avenue de la Porte de la Chapelle,BARRAGE_TOTAL,2021-03-31,SG Mission des JO 2024,n°6,"entre le bd Ney et l'avenue de la pte de la Chapelle.
Le bd Ney sera réduit à une file au niveau de l'accès de chantier.",48.8994165025,2.36106720141,Polygon,"[[[2.360326035093698, 48.89878775856859], [2.360147174101947, 48.89875995133474], [2.359884949207096, 48.89888743914395], [2.359556175650708, 48.89912735011801], [2.359480887800005, 48.89928805990154], [2.359617900825142, 48.899406941074794], [2.359887174553434, 48.90003134705187], [2.362321418594658, 48.900099862545694], [2.362413244954532, 48.89859486607447], [2.362288235423744, 48.898599571206205], [2.362229552931678, 48.89873534500308], [2.360439273320175, 48.898852808318075], [2.360325903128974, 48.89879849839457], [2.360317823636407, 48.89879308452548], [2.360334047246321, 48.8987985418932], [2.360326035093698, 48.89878775856859]]]",Feature
,ENTRETIEN_RESEAU,2.0,Renouvellement de conduites,2021-01-18,2,CP001833,75019,,2021-09-15,10,2021-07-05,2.0,Bd d'Indochine,RESTREINTE,2021-01-18,Eau de Paris,n°15,modification des files de circulation .,48.8851902406,2.39646026178,Polygon,"[[[2.396490436729782, 48.88527576234357], [2.396516877315901, 48.88511123660525], [2.396453527850721, 48.88509806864445], [2.396431935997072, 48.8850932005784], [2.396405269000787, 48.88527723689064], [2.39645572831873, 48.885281774737415], [2.396490436729782, 48.88527576234357]]]",Feature
,REAMENAGEMENT_VOIRIE,1.0,Pérennisation Piste cyclable,2021-12-01,2,CP002204,75017,,2021-12-17,9,2021-11-15,1.0,Avenue de Clichy,SENS_UNIQUE,2021-12-01,Mission Vélo,Entre Place Clichy et rue Ganneron,"Mise à sens unique avenue de Clichy de La Fourche à Place de Clichy
Mise en impasse de rue pierre Ginier",48.8847950601,2.32688395969,Polygon,"[[[2.327389772667316, 48.883819163174664], [2.327296519964219, 48.88379179871198], [2.326375327658067, 48.88578892602688], [2.326460444122686, 48.88581624537059], [2.327385667816167, 48.88382182371893], [2.327389772667316, 48.883819163174664]]]",Feature
,REAMENAGEMENT_VOIRIE,1.0,Aménagement Piste cyclable,2021-09-02,2,CP002140,75015,,2021-11-10,13,2021-09-20,2.0,Place du Moulin de Javel,RESTREINTE,2021-10-21,Mission Vélo,Carrefour Place du Moulin de Javel/ Rue Louis Blanc/Quai André Citroen,"Travaux par phases. Maintien de 2 voies de circulation autour de l'anneau.
Du 28/09 au 22/10, Barrage de rue Le Blanc angle Place du Moulin de Javel.",48.8402026603,2.27174891818,MultiPolygon,"[[[[2.27139978757978, 48.84017255515391], [2.27143477576851, 48.840378109359186], [2.27207608315799, 48.84027687244452], [2.271985928917681, 48.84013137825432], [2.272089823007935, 48.8400675902571], [2.27216621054346, 48.84003404618918], [2.272144963591717, 48.84000350552883], [2.271734507416791, 48.84008153265558], [2.27139978757978, 48.84017255515391]]], [[[2.27143477576851, 48.840378109359186], [2.271432164869802, 48.84037852155856], [2.271434848804175, 48.84037853790525], [2.27143477576851, 48.840378109359186]]]]",Feature
,CREATION_RESEAUX,2.0,remplacement de canalisation,2021-07-15,2,CP002100,75004,,2022-04-29,11,2021-08-30,1.0,rue de Rivoli,RESTREINTE,2021-07-15,EDP,du n°32 au n°34,"neutralisation de la coronapiste, ouverture à la circulation générale.",48.8562055842,2.35706276893,Polygon,"[[[2.357055213869297, 48.8561671189479], [2.356749067543028, 48.85625404980015], [2.356784846233512, 48.85632134450341], [2.357433876493112, 48.85613694356754], [2.357304118229659, 48.856104037348786], [2.357055213869297, 48.8561671189479]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2019-09-20,2,CP001507,75008,,2021-11-30,9,2019-09-03,2.0,"avenue Montaigne, rue François 1er",RESTREINTE,2021-06-14,DIOR,"du n°30 au n°32, n°15","Modification des files de circulation, fermeture de la contre allée lors des livraisons et du 05/07 au 30/11 pour la dépose de l'échafaudage entre 7h et 19h.",48.8668338609,2.30627568274,Polygon,"[[[2.306634984499521, 48.86672905934554], [2.30663316528535, 48.86673023864299], [2.306453342938334, 48.86682675705592], [2.306384818521744, 48.8668263599567], [2.306040857370859, 48.866654230263336], [2.305896671045372, 48.866783078259694], [2.3063498416049, 48.86701532954379], [2.306715404125792, 48.86678425408853], [2.306634984499521, 48.86672905934554]]]",Feature
223273,REHABILITATION_IMMEUBLE,3.0,Démolition et Reconstruction,2021-03-09,2,CP001892,75014,,2023-04-30,12,2021-04-06,2.0,Rue Emile Dubois,RESTREINTE,2021-03-09,RIVP,Au N°1,"Circulation inchangée. Neutralisation du trottoir impair et du Stationnement
Renvoi piétons en vis- à -vis.",48.8314881231,2.33760874384,Polygon,"[[[2.337733629555546, 48.831408352389694], [2.3377108047876742, 48.831407912119026], [2.33770621185114, 48.83142898417378], [2.337702672568958, 48.83144260896007], [2.337704963837041, 48.831452801648986], [2.337325221833123, 48.83154566838706], [2.337350258366161, 48.83156191217227], [2.3374571589641793, 48.83153566262489], [2.337480030940097, 48.831547506352386], [2.337564428910427, 48.83152386345128], [2.3376476242143083, 48.83150116176915], [2.337810319444368, 48.83146192365722], [2.337783480841688, 48.8314183092696], [2.337762661485208, 48.83141153054027], [2.337733629555546, 48.831408352389694]]]",Feature
,CONSTRUCTION_IMMEUBLE,3.0,,2019-12-03,2,CP001565,75018,,2021-12-27,9,2020-01-06,2.0,Rue du Poteau,RESTREINTE,2021-04-29,Immobilière  3F,N°106,neutralisation de la voie bus,48.8975371569,2.33775284317,Polygon,"[[[2.3376812938447, 48.897636979456934], [2.337730510823177, 48.89759799006167], [2.337874885258089, 48.89745483164698], [2.337813780200519, 48.89743545790621], [2.3376236007844913, 48.897633090982154], [2.3376812938447, 48.897636979456934]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Installation de Base vie pour travaux de création accès RATP,2021-04-16,2,CP001953,75013,,2023-06-30,14,2021-05-06,2.0,Place d'Italie,RESTREINTE,2021-04-21,RATP,Entre bd de l'Hôpital et rue Godefroy,"Maintien d'une voie de circulation + le contre sens cyclable.
Neutralisation de tout le stationnement",48.8319775809,2.35641137826,Polygon,"[[[2.356266323736409, 48.832131871258746], [2.356607039403807, 48.831867971158424], [2.356542323236257, 48.83184078128571], [2.356251089288552, 48.832048579498334], [2.356266323736409, 48.832131871258746]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2020-07-07,2,CP001672,75001,,2024-10-30,11,2020-07-06,2.0,rue Saint Honoré,RESTREINTE,2020-07-07,LOUVRE-SAINT HONORE,n°151,neutralisation du couloir de bus,48.8621968426,2.33902967599,Polygon,"[[[2.33882744984732, 48.86221882650665], [2.338848724880162, 48.86224749833803], [2.3388935462438623, 48.86226797228002], [2.339204784331713, 48.8621828384879], [2.339221466062563, 48.862147237277505], [2.339182099612276, 48.86212322496458], [2.33882744984732, 48.86221882650665]]]",Feature
,ENTRETIEN_RESEAU,2.0,,2021-09-27,2,CP002155,75013,,2021-11-29,14,2021-10-11,2.0,Rue des Peupliers,SENS_UNIQUE,2021-11-04,RTE,N°53,"Maintien des accès pompiers, parc de stationnement",48.821776581,2.35261490089,Polygon,"[[[2.352554202321603, 48.821515142649496], [2.352581372933443, 48.821826789762824], [2.352668564124241, 48.822060463585366], [2.352711776075273, 48.8220630772589], [2.352612844768787, 48.8217591406695], [2.352610070796201, 48.82148771726677], [2.352554202321603, 48.821515142649496]]]",Feature
350656,TRAVAUX_OUVRAGE,2.0,Aménagement de la sortie de la station Pyrénées.,2020-09-21,2,CP001741,75020,,2021-10-19,10,2020-09-21,2.0,389-401 rue des Pyrénées,RESTREINTE,2021-09-16,RATP,entre les rues de Belleville et de la Mare,Maintien d'une file par sens.,48.8738457336,2.38650860388,Polygon,"[[[2.387550404515506, 48.87381481298314], [2.387547160939511, 48.873783863795396], [2.38537260434688, 48.87388336408119], [2.385449890125758, 48.873906365648196], [2.387550404515506, 48.87381481298314]]]",Feature
215168,REHABILITATION_IMMEUBLE,3.0,Aire de déchargement,2021-02-22,2,CP001872,75010,,2023-12-29,11,2021-03-15,2.0,rue La Fayette,RESTREINTE,2021-02-22,SNCF,du 168 au 174,neutralisation d'une voie de circulation,48.8798518765,2.35932886261,Polygon,"[[[2.35895287211234, 48.879756493159775], [2.3589676960747052, 48.87978322333163], [2.359676840200636, 48.87996976253706], [2.359709142625614, 48.87992472501219], [2.358962567558234, 48.87973084667135], [2.35895287211234, 48.879756493159775]]]",Feature
,REAMENAGEMENT_VOIRIE,1.0,,2021-09-22,2,CP002149,75017,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVNO Rue des Moines.pdf,2022-01-28,9,2021-09-27,1.0,Rue des Moines,BARRAGE_TOTAL,2021-09-22,STV,entre l'av de Clichy et la rue Guy Moquet.,,48.8910551802,2.32142963079,Polygon,"[[[2.320856721419276, 48.890266312261126], [2.32075124083485, 48.89032707142609], [2.321957448904436, 48.891770515259715], [2.321937267668139, 48.89182918179103], [2.322161637405517, 48.891866256911335], [2.320856721419276, 48.890266312261126]]]",Feature
