identifiant_ctv,objet,typologie,description,date_creation,statut,identifiant,cp_arrondissement,url_lic,date_fin,numero_stv,date_debut,niveau_perturbation,voie,impact_circulation,date_maj,maitre_ouvrage,precision_localisation,impact_circulation_detail,geo_point_2d.lat,geo_point_2d.lon,geo_shape.geometry.type,geo_shape.geometry.coordinates,geo_shape.type
,INSPECTION_ENTRETIEN_RESEAU,2.0,fouille plus Cantonnement,2021-02-12,2,CP001867,75011,,2021-09-16,10,2021-03-08,2.0,rue Basfroi,RESTREINTE,2021-09-10,CPCU,N°42,maintien de la piste cyclable.,48.8559926013,2.37854188555,Polygon,"[[[2.378650636918396, 48.85589934619932], [2.3786077361242173, 48.855868189405], [2.378426381572253, 48.85610758060221], [2.378464087616936, 48.85612086378777], [2.378648819713035, 48.855900526602426], [2.378650636918396, 48.85589934619932]]]",Feature
360947,INSPECTION_ENTRETIEN_RESEAU,2.0,Travaux en 3 phases,2021-04-19,2,CP001961,75008,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/W05B - Information aux Riverains - Angle rue Courcelles et Daru 75008 Paris.pdf,2021-12-17,9,2021-05-17,1.0,Rue de Courcelles,RESTREINTE,2021-11-04,CPCU,Au N°77,Maintien d'une voie dans chaque sens pour les 3 phases de travaux.,48.8789511536,2.30345231004,Polygon,"[[[2.303424664936372, 48.87888464101015], [2.303423435793375, 48.87888621579337], [2.303413619373748, 48.87890123337464], [2.303369980834159, 48.878927153773105], [2.3034734820415013, 48.87901103827716], [2.303536411163154, 48.878980470775595], [2.303424664936372, 48.87888464101015]]]",Feature
,ENTRETIEN_RESEAU,2.0,Renouvellement réseau,2021-09-07,2,CP002143,75007,,2021-10-26,12,2021-10-25,2.0,Rue de Lille,IMPASSE,2021-09-07,GRDF,"Rue de Lille, angle rue de Légion d'honneur",Mise en impasse rue de Lille entre rue de Bellechasse et Solférino de 9h00 à 16h00,48.8600548696,2.32452055782,Polygon,"[[[2.32452917013634, 48.860080335128146], [2.324559578395042, 48.860071464687294], [2.3245168484289582, 48.860029343424785], [2.324479911553091, 48.86004103244157], [2.324529878777412, 48.86008129154075], [2.32452917013634, 48.860080335128146]]]",Feature
458573,ENTRETIEN_RESEAU,2.0,Base vie pour les travaux de renouvellement de conduite d'Eau potable en Egout,2021-08-06,2,CP002127,75010,,2021-12-31,11,2021-08-24,2.0,Rue Bichat,RESTREINTE,2021-08-06,Eau de Paris,En vis-à-vis du 37 au 47,"Maintien de 3,00m dans chaque sens
Pour la pose des bungalows, mise à sens unique de la rue le 24-25 et 26/08 de 6h00 à 7h00 depuis av Richerand jusqu'à Alibert.",48.8722475269,2.3672026842,Polygon,"[[[2.367518720672896, 48.87207593904943], [2.3675046256957613, 48.872048500438936], [2.366886921222751, 48.8724176269839], [2.366915516980463, 48.872439193239686], [2.367516902650943, 48.87207711926622], [2.367518720672896, 48.87207593904943]]]",Feature
371110,TRAVAUX_OUVRAGE,2.0,Mise en place d'une station de dessablage des boues de forage,2019-07-31,2,CP001470,75008,,2021-12-31,9,2019-08-12,2.0,Boulevard Haussmann,RESTREINTE,2021-05-17,SNCF Réseau EOLE,Du N° 98 au N° 102,Neutralisation du couloir de bus,48.8744664171,2.32229284784,Polygon,"[[[2.322606772938305, 48.874459865712204], [2.322584208810473, 48.874391922426994], [2.321978924405855, 48.874472967815514], [2.322001487767527, 48.87454091210909], [2.322606772938305, 48.874459865712204]]]",Feature
421295 & 433357,EVENEMENTIEL,3.0,Empaquetage de l'Arc de Triomphe.,2021-07-13,2,CP002096,75016,,2021-11-10,13,2021-07-19,2.0,Place Charles de Gaulle,RESTREINTE,2021-07-13,ADT Wrapped Cie,face à l'av de la Grande Armée.,Neutralisation d'une file du 19/07 au 11/09 et du 04/10 au 10/11.,48.8739571429,2.29446441391,Polygon,"[[[2.294701908185523, 48.874119234285295], [2.294623237117238, 48.874082609060714], [2.294537246908814, 48.87401602671322], [2.294458942684485, 48.873910369091675], [2.294427846985061, 48.87376841790402], [2.294326684367535, 48.87378395308378], [2.2943547793406758, 48.873873949563794], [2.294388368090718, 48.873968735037025], [2.29446856541928, 48.87405611842346], [2.29455293946934, 48.87412052387792], [2.294701908185523, 48.874119234285295]]]",Feature
,INSPECTION_SONDAGE_RESEAU,2.0,,2021-06-29,2,CP002045,75008,,2021-11-26,9,2021-07-19,2.0,rue du Fbg Saint Honoré,RESTREINTE,2021-11-04,CPCU,du n°268 au n°270,maintien d'une file de circulation au droit de l'emprise.,48.8776098546,2.29902553323,Polygon,"[[[2.298954998080553, 48.877642852062216], [2.299117271241617, 48.877594308902985], [2.299095845311835, 48.87757800254551], [2.29893940238419, 48.87762229716599], [2.298954998080553, 48.877642852062216]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2019-06-04,4,CP001357,75008,,2021-10-31,9,2019-06-24,2.0,50 avenue des Champs Elysées,RESTREINTE,2021-11-04,Gaumont Ambassade,angle 1 rue du Colisée,"Neutralisation zone deux roues, renvoi des piétons en vis à vis",48.8703130234,2.30697442901,Polygon,"[[[2.306789592123125, 48.87030638280598], [2.306872447080684, 48.87036873033179], [2.307009366566736, 48.87032573944564], [2.307215433878396, 48.8703992701916], [2.307248343595926, 48.870365671400755], [2.306880041125742, 48.87023171421646], [2.306828729750709, 48.870238555171], [2.306789592123125, 48.87030638280598]]]",Feature
,REAMENAGEMENT_VOIRIE,1.0,"Réaménagement rue d'Alsace, avec création caniveau central",2020-12-21,2,CP001821,75010,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVC Alsace phase 2 - bÃ©tonnage.pdf,2021-12-17,11,2021-01-04,1.0,Rue d'Alsace,BARRAGE_TOTAL,2021-10-13,SAGP,"Entre passage Delanos et rue Lafayette
(Coté impair en 3 phases)","Rue d'Alsace Barrée, sauf accès Pompiers
Mise en impasse rue des 2 gares
Mise en impasse rue Dunkerque",48.8787573919,2.35853174892,Polygon,"[[[2.358232999434661, 48.877961779307945], [2.358307533254645, 48.8781876407697], [2.35845273413865, 48.878623237433494], [2.358526676198271, 48.87889740758206], [2.358587617555195, 48.879235926224126], [2.358676448459107, 48.87962290714112], [2.358781720183178, 48.879666415926664], [2.358724647265993, 48.87934402258641], [2.3586105379623232, 48.87869655211707], [2.358363374846356, 48.8779490583118], [2.358232999434661, 48.877961779307945]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,,2021-07-07,2,CP002078,75015,,2021-11-19,13,2021-08-16,2.0,bd Pasteur,RESTREINTE,2021-07-07,CPCU,n°52,maintien d'une file de circulation,48.8411638224,2.31376975092,Polygon,"[[[2.313654767923178, 48.84122821685897], [2.313681271374203, 48.84126882156005], [2.313717304322987, 48.8412702181482], [2.313894500691184, 48.84109157607412], [2.313821088121705, 48.84105427193618], [2.313654767923178, 48.84122821685897]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2021-04-14,2,CP001948,75009,,2022-12-31,11,2021-05-10,2.0,rue Saint Lazare,RESTREINTE,2021-04-14,SCI 82 Saint Lazare,n°82,Modification de l'ensemble des files de circulation,48.8759430837,2.32945060512,Polygon,"[[[2.329529848493158, 48.87591877953037], [2.329383971339554, 48.87590130576924], [2.329374081067207, 48.875969065815475], [2.32951998767558, 48.87598416010432], [2.329518383067012, 48.87596868430935], [2.329529848493158, 48.87591877953037]]]",Feature
432825,INSPECTION_ENTRETIEN_RESEAU,2.0,Inspection et réparation si nécessaire.,2021-07-09,2,CP002088,75019,,2021-11-26,10,2021-08-02,1.0,Place de la Bataille de Stalingrad,RESTREINTE,2021-07-12,CPCU,,Maintien de deux files de circulation vers l'av Jean Jaurès et d'une file vers av de Flandre.,48.8833424466,2.36897827583,Polygon,"[[[2.368873559786709, 48.88342218292091], [2.368956465935161, 48.88340259279296], [2.369059118537841, 48.88329669475345], [2.369028500876297, 48.88325416426211], [2.368873559786709, 48.88342218292091]]]",Feature
,TRAVAUX_OUVRAGE,3.0,Sécurisation accès Louvre,2021-10-28,2,CP002177,75001,,2022-04-15,11,2021-11-08,2.0,avenue du Général Leumonnier,RESTREINTE,2021-10-28,Le Louvre,Accès Tunnel,Maintien de 2 voies de 3.50m,48.8613900006,2.33026655777,Polygon,"[[[2.330497590809816, 48.86164343572711], [2.3305248821600832, 48.861624551879224], [2.330253628063234, 48.86126372518793], [2.3300719865033, 48.861096506900125], [2.329962411949886, 48.86106377047929], [2.33039991260546, 48.861677758801434], [2.330497590809816, 48.86164343572711]]]",Feature
413049,TRAVAUX_URGENCE,2.0,Fuite sur retour d'eau.,2021-07-05,2,CP002061,75016,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/32S21025 - Information aux Riverains - 11 rue Boulainvilliers 75016 Paris - PHASE 2.pdf,2021-08-27,13,2021-06-28,2.0,11 rue de Boulainvilliers,RESTREINTE,2021-07-05,CPCU,,Neutralisation du couloir bus.,48.8523592879,2.27631458405,Polygon,"[[[2.276230844427028, 48.85242417970805], [2.276291965095579, 48.85242454941114], [2.276441444835569, 48.8523438678134], [2.276417642108179, 48.852326952565406], [2.276347770044511, 48.852363241958884], [2.276269121213704, 48.8522893423379], [2.276224843588505, 48.852312642293455], [2.276300692899481, 48.8523896988583], [2.276230844427028, 48.85242417970805]]]",Feature
,ENTRETIEN_RESEAU,2.0,Renouvellement de canalisation,2021-08-31,2,CP002137,75008,,2022-03-11,9,2021-09-13,2.0,"Rue d'Amsterdam, rue de Londres",RESTREINTE,2021-08-31,Eau de Paris,,,48.8777078002,2.32705829844,Polygon,"[[[2.327304217171399, 48.877688813704616], [2.327300147459003, 48.87768879083574], [2.327019348982708, 48.87768989713406], [2.327008980664603, 48.87754758270148], [2.326952014391645, 48.877547262437716], [2.326961376731735, 48.87776740968482], [2.327009442192238, 48.87782672942951], [2.327304217171399, 48.877688813704616]]]",Feature
,CREATION_RESEAUX,2.0,Création d'une ligne de liaison,2021-10-29,2,CP002183,75013,,2021-11-08,14,2021-08-16,2.0,Bd Kellermann,BARRAGE_TOTAL,2021-11-04,RTE,Entre rue des Peupliers et rue des Longues Raies,,48.8211901305,2.3515601876,Polygon,"[[[2.35244009819803, 48.82120764030733], [2.352443398351137, 48.82116114046474], [2.3510966180197093, 48.821157410052486], [2.350765754737964, 48.82117531592269], [2.350767788098911, 48.82123078272066], [2.352426562130199, 48.821207567002936], [2.35244009819803, 48.82120764030733]]]",Feature
385599,ENTRETIEN_RESEAU,2.0,remplacement de canalisation,2021-07-19,2,CP002105,75006,,2022-01-30,12,2021-08-30,2.0,rue de Sèvres,RESTREINTE,2021-07-20,EDP,"n°10, n°12",modification des files de circulation.,48.8518687438,2.32830446933,Polygon,"[[[2.328414571629847, 48.85185583341949], [2.32819504949935, 48.851822476917356], [2.32818568374986, 48.851849789075544], [2.328179891686362, 48.85187950099749], [2.32842103179024, 48.851914168714316], [2.328430337467749, 48.851891614701955], [2.328414571629847, 48.85185583341949]]]",Feature
,REAMENAGEMENT_SECTEUR,3.0,,2016-12-23,2,CP000139,75013,http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/Panneau DVD Paris_QUAI IVRY.pdf,2023-12-29,14,2012-01-01,2.0,Secteur quai d'Ivry,RESTREINTE,2021-01-28,SEMAPA,,Réduction de la circulation selon les phases,48.824945581,2.38428443983,Polygon,"[[[2.386040410939927, 48.827260459509624], [2.389009733862188, 48.82510049591564], [2.381913601308459, 48.82268480304112], [2.37972501346501, 48.824789551026136], [2.382560534273685, 48.82574947645587], [2.386040410939927, 48.827260459509624]]]",Feature
458502 / 458514,ENTRETIEN_RESEAU,2.0,Base vie pour travaux de renouvellement de conduite.,2021-11-29,2,CP002201,75014,,2022-06-24,12,2021-12-06,2.0,rue de la Tombe Issoire,RESTREINTE,2021-11-29,Eau de Paris,Au N°113,"Maintien de 4,00 m de circulation + Piste Cyclable.
Pour la pose le 06/12; Fermeture de rue de la Tombe Issoire de rue Beaunier à rue Lacaze + Mise en impasse de rue Henri Regnault depuis Père Corentin vers rfue de la Tombe Issoire",48.8245272579,2.33123536217,Polygon,"[[[2.331249979006188, 48.82445783581823], [2.331169807527955, 48.82445167639275], [2.331229774834019, 48.82460906582764], [2.331296269660971, 48.82459484075726], [2.331250929742274, 48.82445847339848], [2.331249979006188, 48.82445783581823]]]",Feature
422355,ENTRETIEN_RESEAU,2.0,Renouvellement Réseau Gaz,2021-08-25,2,CP002135,75007,,2021-12-15,12,2021-09-06,,Rue de Lille,RESTREINTE,2021-09-07,GRDF,Entre rue de Beaune et rue de Solférino,"Travaux sur trottoir, Renvoi piétons dans le stationnement
Traversées de chaussée en 2 phases, avec maintien de circulation",48.8593207463,2.32688442916,Polygon,"[[[2.329543869549628, 48.85852172733191], [2.3263139163885143, 48.85947255503948], [2.32374167074568, 48.8602372203151], [2.323755895257193, 48.86025276773444], [2.329568348172032, 48.85854867684999], [2.329543869549628, 48.85852172733191]]]",Feature
,REHABILITATION_IMMEUBLE,,Construction d'un ensemble immobilier,2020-02-20,2,CP001601,75016,,2022-03-04,13,2020-03-02,2.0,Angle des rues Jasmin et Henri Heine,RESTREINTE,2020-03-02,RIVP,,,48.851649196,2.26623639564,Polygon,"[[[2.266003490928231, 48.851639608404106], [2.26600804347493, 48.851700314605225], [2.266155081526483, 48.851757137159126], [2.266265635007745, 48.85171617192915], [2.266468787151373, 48.85150087685271], [2.266434937808103, 48.85147211452545], [2.266229865511135, 48.851695726781735], [2.266155818727619, 48.85170479062004], [2.266003490928231, 48.851639608404106]]]",Feature
,CREATION_RESEAUX,1.0,Création d'un Bassin de stockage,2020-09-10,2,CP001737,75013,,2024-04-30,14,2020-10-01,2.0,bd de l'Hopital,RESTREINTE,2020-09-25,STEA,Square Marie Curie,,48.8409140498,2.36344821274,Polygon,"[[[2.362239032875808, 48.84006847339192], [2.363620192184527, 48.84185194451383], [2.364493944795216, 48.84089377350789], [2.363430079104163, 48.840434494457966], [2.362899350088685, 48.840273303739046], [2.362239032875808, 48.84006847339192]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Création d'une nouvelle gare RER E et percement du tunnel,2018-11-23,2,CP000971,75017,,2021-12-31,9,2017-12-01,1.0,Porte Maillot,RESTREINTE,2021-06-07,EOLE,,Modification de la circulation selon les phases. Mise en place de la circulation à double sens à partir du 22/08/19.,48.8777894077,2.2826159689,Polygon,"[[[2.281210774423776, 48.87845552088945], [2.281843964879394, 48.87865373501512], [2.282215481255645, 48.87869688670718], [2.282837153617556, 48.87860856146873], [2.283414504896833, 48.878356272516456], [2.2838131935890083, 48.87813837032774], [2.284104671821884, 48.87825826638113], [2.284513012907371, 48.87816940837366], [2.284809727429349, 48.877908024490985], [2.284196790497687, 48.87748008722191], [2.283973125710321, 48.877203657401495], [2.283649292202913, 48.87706874432277], [2.28323192005384, 48.87697419484342], [2.282705802296034, 48.876889196273794], [2.282038002575575, 48.87694652539777], [2.281601639658295, 48.877107602060725], [2.281257805187676, 48.87728964055456], [2.280879943659173, 48.87770681143538], [2.280828995219532, 48.87802358330166], [2.280902689786198, 48.87830028726154], [2.281210774423776, 48.87845552088945]]]",Feature
457217,ENTRETIEN_RESEAU,2.0,,2021-10-11,2,CP002162,75002,,2021-12-17,11,2021-11-02,2.0,bd Poissonnière,RESTREINTE,2021-10-11,Climespace,entre les rues St Fiacre et du Sentier.,Maintien d'une file de circulation par sens.,48.8709474802,2.34636582378,Polygon,"[[[2.346631022695239, 48.87074645240654], [2.345982715733459, 48.87085564321337], [2.346076720905095, 48.87114603839912], [2.346765716490203, 48.871037068255696], [2.346631022695239, 48.87074645240654]]]",Feature
,REHABILITATION_IMMEUBLE,1.0,,2020-09-03,2,CP001732,75004,,2022-02-02,11,2020-11-02,2.0,rue des archives,RESTREINTE,2020-09-03,Affaires culturelles,du n°22 au n°26,Maintien d'une file  de circulation,48.8580775148,2.35493640658,Polygon,"[[[2.354993175248282, 48.858176077945615], [2.355067376364266, 48.8581538718199], [2.355010845017086, 48.85805957609765], [2.354938027205364, 48.85796995100735], [2.354909033281176, 48.857981692208895], [2.354872781444695, 48.85799696379475], [2.354842205378564, 48.85799084975331], [2.354820466588365, 48.857999061428174], [2.354807432495538, 48.85803230396878], [2.354931918409666, 48.85817217823224], [2.354993175248282, 48.858176077945615]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,Réhabilitation Immeuble de bureaux,2020-10-06,2,CP001755,75008,,2021-12-31,9,2020-10-27,2.0,9 rue d'Argenson,RESTREINTE,2020-10-20,Foncière Raynouard,,"BUS renvoyés en circulation générale. Maintien de 3,50m de circulation.",48.8747519782,2.31679239815,Polygon,"[[[2.31670767766075, 48.874775047256456], [2.316778618087344, 48.87481209667106], [2.316874197676436, 48.87473078694602], [2.316810521848759, 48.874689972140715], [2.316708398851701, 48.87477505137311], [2.31670767766075, 48.874775047256456]]]",Feature
,TRAVAUX_OUVRAGE,1.0,Travaux préparatoires à la mise en place du puits.,2021-10-11,2,CP002167,75005,,2022-01-28,12,2021-11-02,2.0,Place Valhubert / quai St Bernard,RESTREINTE,2021-10-11,SAP,,Neutralisation d'une file de circulation.,48.8446073219,2.36438246988,Polygon,"[[[2.364543188116128, 48.84450771269467], [2.364425748927848, 48.844529694240975], [2.364247433950507, 48.84466557176876], [2.36432263226447, 48.84470761351416], [2.364543188116128, 48.84450771269467]]]",Feature
458573,ENTRETIEN_RESEAU,2.0,Création d'un puit de service pour les travaux de renouvellement de conduite d'Eau potable en égout,2021-08-06,2,CP002125,75010,,2022-01-14,11,2021-08-30,2.0,rue du Faubourg du Temple,RESTREINTE,2021-08-06,Eau de Paris,du 57 au 65 ( accès PPC du 59 maintenu),Maintien de 3.00m de circulation,48.8698284377,2.37039992543,Polygon,"[[[2.3701493540539342, 48.869769154247535], [2.37060563227748, 48.86991908372247], [2.370608097023616, 48.869864367427546], [2.3701731433663182, 48.869740725421124], [2.370147537535202, 48.86977033451393], [2.3701493540539342, 48.869769154247535]]]",Feature
,TRAVAUX_OUVRAGE,1.0,Travaux pour le bassin d'Austerlitz,2021-02-01,2,CP001848,75012,,2023-06-30,15,2021-02-23,1.0,Voie Mazas,RESTREINTE,2021-05-07,SAP,,"Neutralisation de plusieurs files de circulation, selon le phasage.",48.8451364458,2.36719257268,Polygon,"[[[2.366500585283584, 48.845539520359495], [2.366674501179357, 48.845618281559865], [2.367273757540404, 48.84516514830218], [2.367888846181722, 48.844746988911076], [2.367764022031064, 48.84464433206504], [2.367120239267621, 48.84508112757091], [2.366500585283584, 48.845539520359495]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,démolition et reconstruction,2020-02-20,4,CP001600,75018,,2021-08-31,9,2019-11-19,2.0,rue du Mont Cenis,RESTREINTE,2021-10-01,Altana investissement,n°102,Maintien d'une file de circulation  report de l'arrêt bus en amont.,48.8953554557,2.34595556588,Polygon,"[[[2.345887894135795, 48.89531560612577], [2.34595684094481, 48.89542900655625], [2.34601511635503, 48.895386494693376], [2.345971175305793, 48.89529345567358], [2.345887894135795, 48.89531560612577]]]",Feature
,ENTRETIEN_RESEAU,2.0,Renouvellement câbles pour les lignes 11et 14,2021-06-22,2,CP002037,75012,,2021-10-22,14,2021-07-19,1.0,rue Ledru Rollin et Quai de la Rapée,RESTREINTE,2021-06-22,RATP HTA,du 2 au 12 rue Ledru Rollin + 92 au 96 quai de la rapée,"Circulation restreinte lors de l'Arrêt ponctuel du camion.
Neutralisation Piste cyclable.",48.8459693586,2.36819177892,Polygon,"[[[2.368398569187673, 48.84534346216684], [2.368313473797042, 48.84537394632811], [2.367798548960228, 48.84576742351859], [2.367770961903034, 48.845812489384556], [2.367740131674894, 48.84582779272224], [2.367784733773917, 48.84586610186919], [2.36860823178072, 48.846339223238886], [2.368628247324884, 48.84632386171218], [2.368688149768248, 48.846289673956925], [2.3678090907468032, 48.845790084600175], [2.368331284008402, 48.84539188724172], [2.368396449334297, 48.84536962591267], [2.368441873322827, 48.84534012122425], [2.368398569187673, 48.84534346216684]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,installation de la base vie,2019-06-27,2,CP001421,75016,,2024-12-31,13,2019-07-01,2.0,Rue  Boullainvilliers,RESTREINTE,2019-06-27,Maison de la Radio,du n°2 au n°10,Modification des files de circulation .,48.8519209581,2.27755078721,Polygon,"[[[2.278087968773189, 48.85165200691029], [2.278005620021254, 48.8516098677418], [2.276937983388898, 48.852153100104196], [2.277031015931084, 48.85220482339153], [2.277203537312671, 48.85224512825189], [2.277277016258524, 48.852146820346], [2.277364653873166, 48.852067633802186], [2.277497476879536, 48.85198039195424], [2.277631837054627, 48.85191219603773], [2.2778039222536828, 48.8518537456313], [2.277986543962677, 48.85181558521849], [2.277974533897985, 48.851771490754125], [2.278032370887963, 48.8517611310494], [2.2781821795556922, 48.85174894738235], [2.278087968773189, 48.85165200691029]]]",Feature
,INSPECTION_ENTRETIEN_RESEAU,2.0,,2021-04-21,2,CP001968,75008,,2021-12-17,9,2021-05-17,2.0,rue Daru,RESTREINTE,2021-11-04,CPCU,du N°14 au N°16,Maintien de 4m de circulation.,48.8782220252,2.302390932,Polygon,"[[[2.302264205519789, 48.87813783210449], [2.302271063790753, 48.87812898841128], [2.302245758193519, 48.878114563920015], [2.302229809041008, 48.87812018175814], [2.302208326641242, 48.878108001808414], [2.302181584843493, 48.87812973762953], [2.302570375928662, 48.87833505052127], [2.302624796006168, 48.878329976016985], [2.302264205519789, 48.87813783210449]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2021-01-08,2,CP001828,75009,,2023-12-29,11,2021-01-29,1.0,bd des Capucines /rue de la Chaussée d'Antin,RESTREINTE,2021-01-08,Pathé,"n°2/4,n°1 au n°3bis",mise à sens unique de la rue de la Chaussée d'Antin depuis le bd des Capucines vers et jusqu'à la rue Meyerbeer. Mise à sens unique de la rue Meyerbeer depuis la place Jacques Rouché vers et jusqu'à la rue de la Chaussée d'Antin.,48.871172727,2.33385112265,Polygon,"[[[2.334146329823834, 48.87099769394828], [2.333534288323672, 48.87086990608287], [2.33348365788784, 48.87100925859056], [2.333673178805307, 48.87104621996545], [2.333864006335342, 48.8710734574379], [2.33394076317491, 48.871135751156146], [2.333747910819046, 48.87154871284911], [2.3337687912347, 48.8716083168636], [2.333757484336692, 48.871646326619214], [2.333751571518258, 48.87168555532487], [2.333820087315403, 48.871687126497385], [2.334146329823834, 48.87099769394828]]]",Feature
,TRAVAUX_URGENCE,2.0,Fuite sur  le réseau.,2021-10-11,2,CP002160,75008,,2021-11-19,9,2021-10-11,2.0,4 avenue Delcassé,RESTREINTE,2021-10-11,CPCU,à l'angle de la rue de Penthièvre,Neutralisation du couloir bus.,48.8728391594,2.31477697348,Polygon,"[[[2.314765555092924, 48.87297759321451], [2.314866521383324, 48.87272586718101], [2.314777223218581, 48.87270925061739], [2.314692566446511, 48.87295838722187], [2.314765555092924, 48.87297759321451]]]",Feature
458502 / 458514,ENTRETIEN_RESEAU,2.0,Remplacement de canalisation,2021-11-23,2,CP002197,75014,,2022-06-24,12,2021-12-02,1.0,Avenue Reille,SENS_UNIQUE,2021-11-29,Eau de Paris,Le long du réservoir Entre rue St Yves  et Place Jules Hénaffe,Mise en sens unique depuis rue de la Tombe Issoire vers le carrefour Reille / Coty,48.8239966318,2.33394378187,Polygon,"[[[2.335721260124553, 48.82421471595297], [2.335677197111653, 48.824163471901706], [2.332043923721851, 48.823770127971315], [2.332031281536777, 48.82380495238032], [2.335721260124553, 48.82421471595297]]]",Feature
503256,ENTRETIEN_RESEAU,2.0,Remplacement de canalisation.,2021-11-09,1,CP002195,75008,,2022-02-11,9,2022-01-03,2.0,2 av Montaigne / Place de la Reine Astrid / 46 rue Jean Goujon,RESTREINTE,2021-11-09,Climespace,,Maintien de 4m de circulation.,48.8651328221,2.30339532864,Polygon,"[[[2.303801157003197, 48.86521175576513], [2.3038270208734692, 48.86516550520759], [2.30325025795616, 48.86500747882437], [2.303067422353867, 48.8651943980063], [2.303250157184718, 48.86528469446727], [2.303288597128055, 48.86524208675492], [2.303155954856163, 48.86518182618994], [2.303260266384795, 48.865068215272274], [2.303511841415848, 48.86513511710973], [2.303801157003197, 48.86521175576513]]]",Feature
,RACCORDEMENT_RESEAU,2.0,"Raccordement du 37 rue La Boétie
Phases 2 et 3",2021-11-04,1,CP002192,75008,,2022-03-11,9,2022-01-27,1.0,Rue La Boétie,RESTREINTE,2021-11-04,Climespace,du 29 au 37,Maintien de la voie Bus + 1 voie de circulation,48.8737736948,2.31525566331,Polygon,"[[[2.3158457277143842, 48.87382569173253], [2.315845758969466, 48.873823312255745], [2.315782370473786, 48.87384317611775], [2.314659370839278, 48.87365471894407], [2.314653318171541, 48.873703464540746], [2.315879151457088, 48.87389012895608], [2.31592114779603, 48.87385110734978], [2.3158457277143842, 48.87382569173253]]]",Feature
,TRAVAUX_OUVRAGE,2.0,Adaptation de la station Télégraphe dans le cadre du prolongement de la L11.,2018-10-30,2,CP000939,75019,,2021-12-15,10,2018-10-25,2.0,Rue de Belleville,RESTREINTE,2018-10-30,RATP L11,entre rue Compans et rue du Docteur Potain.,Maintien d'une file par sens,48.8755021833,2.39710765749,Polygon,"[[[2.397899421917581, 48.875654087871794], [2.397897484840709, 48.875483516287204], [2.396096717544042, 48.87534934641613], [2.396079112539204, 48.875445345821426], [2.3969083061660212, 48.875518869184546], [2.396901899936585, 48.87559724604566], [2.397899421917581, 48.875654087871794]]]",Feature
366037,REAMENAGEMENT_VOIRIE,1.0,Aménagement Ilot central entre échangeurs,2021-10-27,2,CP002176,75015,,2021-11-19,13,2021-11-02,2.0,Pont du Garigliano,RESTREINTE,2021-11-08,DVD- Mission Vélo,"Pont du Garigliano, angle bd du Général Maral Martial Valin",Fermeture Ilot central voie entrante Paris sens Sud- Nord,48.8386567464,2.26972016107,Polygon,"[[[2.269684398843333, 48.83857279052176], [2.269681983386645, 48.83857277577437], [2.269683169631657, 48.83857436501564], [2.269680783049744, 48.83857355359924], [2.269639536906984, 48.838601071734686], [2.2697239686191812, 48.8387499074628], [2.26980628882734, 48.838705994429674], [2.269706159601903, 48.838563404404546], [2.269684398843333, 48.83857279052176]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2018-11-08,2,CP000949,75014,,2021-12-31,12,2018-11-05,2.0,13-35 rue du Commandant René Mouchotte,RESTREINTE,2021-06-21,Unibail,,"Maintien d'une file de 3,5m par sens.",48.8384715479,2.3200515889,Polygon,"[[[2.320632025024262, 48.83881550056989], [2.319737397665429, 48.83804667662745], [2.319493893063302, 48.83815973810068], [2.320315704908512, 48.838852228982105], [2.3205491256086512, 48.83885468557592], [2.320632025024262, 48.83881550056989]]]",Feature
,REHABILITATION_IMMEUBLE,3.0,,2019-09-16,2,CP001502,75008,,2021-12-31,9,2019-10-07,2.0,rue Murillo,RESTREINTE,2021-07-22,Sas Monceau-Murillo,n°14,Maintien d'une file de circulation de 3.50ml au droit de l'emprise.,48.8778480649,2.3076528734,Polygon,"[[[2.307743403994211, 48.87788820278149], [2.307752282723347, 48.87781734490519], [2.307554703582579, 48.8778085875269], [2.307560969599917, 48.87788000964072], [2.307743403994211, 48.87788820278149]]]",Feature
